region,mkt
V1_L,0.5931371999626145
MST_L,0.5446138591803571
V6_L,0.5543797389321878
V2_L,0.5886367650944162
V3_L,0.563832121142413
V4_L,0.5545442285307398
V8_L,0.5701566481504801
4_L,0.6143104599106246
3b_L,0.556986087584046
FEF_L,0.5578614971028288
PEF_L,0.5303448904301675
55b_L,0.538488674511828
V3A_L,0.5471810540404809
RSC_L,0.6921748891569721
POS2_L,0.5522355591135442
V7_L,0.549035078125049
IPS1_L,0.5400561622161032
FFC_L,0.5675558350538273
V3B_L,0.5423384011220899
LO1_L,0.5311566881104495
LO2_L,0.5298476669768953
PIT_L,0.5426340122204167
MT_L,0.536418701197402
A1_L,0.6617531077454535
PSL_L,0.5110610655162784
SFL_L,0.5292927680667026
PCV_L,0.5388953393982326
STV_L,0.5139573914856053
7Pm_L,0.5221890800046838
7m_L,0.5550006725013478
POS1_L,0.6164173815446539
23d_L,0.6022647130065375
v23ab_L,0.617648244716869
d23ab_L,0.6182447714731396
31pv_L,0.5884927241864845
5m_L,0.591142731962746
5mv_L,0.5587095169195768
23c_L,0.5647277883563893
5L_L,0.5261334493016304
24dd_L,0.5985483134855165
24dv_L,0.5788233260481901
7AL_L,0.5162313351707027
SCEF_L,0.5621915234361631
6ma_L,0.530592455982724
7Am_L,0.5138276120501044
7Pl_L,0.5211850174985709
7PC_L,0.5273600405023191
LIPv_L,0.550461992849575
VIP_L,0.522641680720633
MIP_L,0.5402154734065223
1_L,0.5551675160715814
2_L,0.558033197545598
3a_L,0.5816213521854301
6d_L,0.55442290802563
6mp_L,0.5583407606300825
6v_L,0.52445429193764
p24pr_L,0.575550029182281
33pr_L,0.6087768230547854
a24pr_L,0.5598187825237401
p32pr_L,0.5704640935529105
a24_L,0.5968986232988556
d32_L,0.5470349048298591
8BM_L,0.5404275005095478
p32_L,0.5863974814948683
10r_L,0.6228365030052496
47m_L,0.6143830811095079
8Av_L,0.5265250814783117
8Ad_L,0.5325779312792287
9m_L,0.5198599862689427
8BL_L,0.5049366682327799
9p_L,0.5064780371690661
10d_L,0.5204201626612084
8C_L,0.546378482393552
44_L,0.5455454078243828
45_L,0.5655052116442749
47l_L,0.5730236710728731
a47r_L,0.5448223785996578
6r_L,0.5345336095105643
IFJa_L,0.5673492378916549
IFJp_L,0.5515738018308911
IFSp_L,0.5485186725419404
IFSa_L,0.5362297209404254
p9-46v_L,0.5345035044548243
46_L,0.5157279795588596
a9-46v_L,0.5224339158611387
9-46d_L,0.5190209270593427
9a_L,0.503050283926211
10v_L,0.6705702001044326
a10p_L,0.5346361183386572
10pp_L,0.598749332770941
11l_L,0.6078242468263504
13l_L,0.6656572136956669
OFC_L,0.7438533223258413
47s_L,0.6306660626479539
LIPd_L,0.550811054840517
6a_L,0.557031149656502
i6-8_L,0.5449158630533446
s6-8_L,0.5304061027529285
43_L,0.5542905734891435
OP4_L,0.5458339725337589
OP1_L,0.5831373951994216
OP2-3_L,0.6121324576335744
52_L,0.6244874307069406
RI_L,0.6030128958066625
PFcm_L,0.552763605326212
PoI2_L,0.5985218776671279
TA2_L,0.5807331652846713
FOP4_L,0.5851876586873678
MI_L,0.5752951363020764
Pir_L,0.6666279153795854
AVI_L,0.6025590384947205
AAIC_L,0.6066580106195888
FOP1_L,0.5791765821344377
FOP3_L,0.5841412613466533
FOP2_L,0.5888512278663242
PFt_L,0.5108081647046562
AIP_L,0.5457237732422544
EC_L,0.7379511484997712
PreS_L,0.748045223263966
H_L,0.668115354132097
ProS_L,0.6409418368093147
PeEc_L,0.6761269199937272
STGa_L,0.5466809450377375
PBelt_L,0.5814903544448757
A5_L,0.5383497676419251
PHA1_L,0.6651933487480852
PHA3_L,0.627772676537294
STSda_L,0.5509976222792718
STSdp_L,0.5471130496320928
STSvp_L,0.5250455420763971
TGd_L,0.6163123518841398
TE1a_L,0.5503552989822965
TE1p_L,0.5170241438964107
TE2a_L,0.6038694262753299
TF_L,0.6553358281965986
TE2p_L,0.5974282433284053
PHT_L,0.5029067710245744
PH_L,0.5269732303679351
TPOJ1_L,0.5374199568475231
TPOJ2_L,0.5214726031607636
TPOJ3_L,0.5142329279900619
DVT_L,0.5527110095425694
PGp_L,0.5002810131656132
IP2_L,0.5300881093879946
IP1_L,0.5266197231055332
IP0_L,0.526618399956734
PFop_L,0.5085988313801572
PF_L,0.503869773361599
PFm_L,0.5033121361874117
PGi_L,0.5156281740391009
PGs_L,0.4999126973536781
V6A_L,0.5276157035720631
VMV1_L,0.6483409400931603
VMV3_L,0.6055416786481049
PHA2_L,0.6159295509545557
V4t_L,0.5250152428082102
FST_L,0.5205779758915087
V3CD_L,0.5184259133829267
LO3_L,0.5172122776675813
VMV2_L,0.6074728137017238
31pd_L,0.5641381401083612
31a_L,0.5637567372608474
VVC_L,0.6223955298213666
25_L,0.7337508749234745
s32_L,0.6968031519822091
pOFC_L,0.7094403158571339
PoI1_L,0.6094914896752924
Ig_L,0.6165311435442679
FOP5_L,0.6042164689847498
p10p_L,0.531200547914717
p47r_L,0.5270989562209588
TGv_L,0.6567250183674163
MBelt_L,0.6425438733043753
LBelt_L,0.626604199899047
A4_L,0.5423334390013548
STSva_L,0.5508102882106605
TE1m_L,0.5427847413963769
PI_L,0.6049007414257733
a32pr_L,0.5571933365840831
p24_L,0.5490884843642678
V1_R,0.6003007997338052
MST_R,0.5419076074503708
V6_R,0.5627651458064811
V2_R,0.5976538431350236
V3_R,0.5609221994221031
V4_R,0.5513814246947404
V8_R,0.5717664656350312
4_R,0.618137282846329
3b_R,0.5668060481113654
FEF_R,0.5560992168262024
PEF_R,0.5387512391539548
55b_R,0.5346602288948079
V3A_R,0.5425486705578324
RSC_R,0.6975141586752062
POS2_R,0.5487765488276106
V7_R,0.5364033575058134
IPS1_R,0.5328310961988656
FFC_R,0.5812658129637008
V3B_R,0.535988519032236
LO1_R,0.527344819002132
LO2_R,0.5273447076177223
PIT_R,0.5368226815683367
MT_R,0.528525918118287
A1_R,0.6481627678274752
PSL_R,0.4946606098643203
SFL_R,0.5317056854401634
PCV_R,0.5440861209287466
STV_R,0.5142644698096095
7Pm_R,0.5227072820576664
7m_R,0.5617767912328123
POS1_R,0.6202139421557765
23d_R,0.6044424682375825
v23ab_R,0.6336965409279247
d23ab_R,0.6132781180268012
31pv_R,0.5900796994954856
5m_R,0.5913972314116301
5mv_R,0.5640157375897135
23c_R,0.569981893773555
5L_R,0.5259986010003466
24dd_R,0.6033013563442235
24dv_R,0.5880143619651362
7AL_R,0.5089131049163191
SCEF_R,0.57069781940687
6ma_R,0.5372780636832661
7Am_R,0.5135775771736721
7Pl_R,0.5149411212836779
7PC_R,0.5148462337039807
LIPv_R,0.5413714867689874
VIP_R,0.5155882351315245
MIP_R,0.5238506196646484
1_R,0.544274694808943
2_R,0.55733056332316
3a_R,0.591507399098525
6d_R,0.5573239638678129
6mp_R,0.559092011219886
6v_R,0.5230117717528178
p24pr_R,0.5804229017642482
33pr_R,0.6116655704486748
a24pr_R,0.5665585043164363
p32pr_R,0.5742838596455508
a24_R,0.5989419915616202
d32_R,0.5589760899030152
8BM_R,0.5505780454366516
p32_R,0.5948313828803475
10r_R,0.6286845348989085
47m_R,0.6294009223962513
8Av_R,0.5343016154626656
8Ad_R,0.5385993358082867
9m_R,0.5377990956274752
8BL_R,0.5052222361079388
9p_R,0.5066858258311648
10d_R,0.5281589797503157
8C_R,0.5566580469502996
44_R,0.547703637724813
45_R,0.5553872851519962
47l_R,0.5745991136658638
a47r_R,0.5536596360073949
6r_R,0.5395537075115214
IFJa_R,0.5728124149350032
IFJp_R,0.5690972162789528
IFSp_R,0.5574937298682472
IFSa_R,0.546689386180875
p9-46v_R,0.5385494716633703
46_R,0.5297171460165057
a9-46v_R,0.5378384370860898
9-46d_R,0.5259829979466368
9a_R,0.5020095545829083
10v_R,0.662257555747821
a10p_R,0.5531664776052979
10pp_R,0.6165329754324878
11l_R,0.6219393497867691
13l_R,0.6845085276404301
OFC_R,0.7469339339985752
47s_R,0.6362112955393181
LIPd_R,0.5394989741339802
6a_R,0.5635255127904635
i6-8_R,0.5466783453154564
s6-8_R,0.5285297958381118
43_R,0.5454960685682748
OP4_R,0.5388075643879803
OP1_R,0.5826273533506053
OP2-3_R,0.6041477226170585
52_R,0.6165143901126989
RI_R,0.5893468124159481
PFcm_R,0.5450810343567687
PoI2_R,0.5834717012665456
TA2_R,0.5780231340238104
FOP4_R,0.5830439977208918
MI_R,0.5695218034177454
Pir_R,0.654749863878465
AVI_R,0.6040415892135067
AAIC_R,0.5967658774326084
FOP1_R,0.5764909651929614
FOP3_R,0.5801305734664908
FOP2_R,0.5821570306142897
PFt_R,0.5056616619346692
AIP_R,0.5315888240175264
EC_R,0.7424382858982637
PreS_R,0.7468610371893614
H_R,0.6701700553364263
ProS_R,0.6504780151346186
PeEc_R,0.6751065858988683
STGa_R,0.5419942431510565
PBelt_R,0.5676197921069108
A5_R,0.5307618803723819
PHA1_R,0.6771238497135978
PHA3_R,0.6207135471924929
STSda_R,0.5460506749424103
STSdp_R,0.5561901425574024
STSvp_R,0.5188545463065947
TGd_R,0.6208994240333503
TE1a_R,0.5439428420040272
TE1p_R,0.5210644723811926
TE2a_R,0.5918284365969857
TF_R,0.6516099611701545
TE2p_R,0.606179140355396
PHT_R,0.5002632786824719
PH_R,0.5275168388136131
TPOJ1_R,0.529172516419525
TPOJ2_R,0.5204146910750049
TPOJ3_R,0.5179354218896296
DVT_R,0.5555310250855181
PGp_R,0.4908117350185221
IP2_R,0.522729711657375
IP1_R,0.5161967463923337
IP0_R,0.5221100248723521
PFop_R,0.5052866906532067
PF_R,0.497066319242849
PFm_R,0.4985065845916518
PGi_R,0.5019246541645186
PGs_R,0.4908058549132388
V6A_R,0.5261146109757733
VMV1_R,0.6645700282863234
VMV3_R,0.6096406171929258
PHA2_R,0.6219153658999612
V4t_R,0.5234591365222976
FST_R,0.5210195282729487
V3CD_R,0.517253434838558
LO3_R,0.5145515483131211
VMV2_R,0.6067914633350451
31pd_R,0.5674432974850344
31a_R,0.5715027027288041
VVC_R,0.6424165485042024
25_R,0.7228115009013732
s32_R,0.6964558442059681
pOFC_R,0.7185317033756053
PoI1_R,0.5945260407462147
Ig_R,0.6039736082202258
FOP5_R,0.6001414067759687
p10p_R,0.5365805828219465
p47r_R,0.539446249886628
TGv_R,0.6647635717218406
MBelt_R,0.6385912016744573
LBelt_R,0.6071404230023043
A4_R,0.5304664367141665
STSva_R,0.5522492639747953
TE1m_R,0.5384264836095793
PI_R,0.5909355097824482
a32pr_R,0.561035181555231
p24_R,0.5561124581249977
