region,planning
V1_L,-2.0110179527153136
MST_L,-2.1190157745074365
V6_L,1.0729539258912788
V2_L,-1.6248970522271615
V3_L,-1.193269539704112
V4_L,-1.0701760507028313
V8_L,-1.1239760538846115
4_L,6.463198376731063
3b_L,5.698688176837243
FEF_L,6.217472205920722
PEF_L,3.184839763654731
55b_L,2.2963049213603304
V3A_L,0.19521058918441253
RSC_L,-1.9606605190279294
POS2_L,1.5895565492721777
V7_L,2.3342544092374777
IPS1_L,7.1134045939580925
FFC_L,-2.046636675563441
V3B_L,0.6545966285637416
LO1_L,-0.0947953437920855
LO2_L,0.38482539099505686
PIT_L,0.09747509947375606
MT_L,-2.5526830780129326
A1_L,-1.7005033324535594
PSL_L,2.0309247920082325
SFL_L,0.4135219168392651
PCV_L,-0.34788213259958944
STV_L,-0.10525251778410351
7Pm_L,4.3502686594842395
7m_L,-1.5181021659610598
POS1_L,-1.51021268345367
23d_L,0.26869250490749097
v23ab_L,-1.7566658918448999
d23ab_L,-1.1606486723178864
31pv_L,-1.1781105879701286
5m_L,2.5255323966526197
5mv_L,1.7260917780322846
23c_L,0.4929456034421908
5L_L,2.563529410231675
24dd_L,7.944122602892535
24dv_L,5.870383117983695
7AL_L,4.207102244614946
SCEF_L,4.3630872930303
6ma_L,1.4075193437020352
7Am_L,3.8171108739782276
7Pl_L,6.450159343719985
7PC_L,6.497732080166428
LIPv_L,10.322549434281822
VIP_L,5.592706338946001
MIP_L,8.984912076853393
1_L,2.529004352919276
2_L,5.202375846175741
3a_L,4.364939446185343
6d_L,5.477807450481949
6mp_L,4.224523827611025
6v_L,3.151605042490976
p24pr_L,2.5506571900461097
33pr_L,-2.1982493995034385
a24pr_L,-1.7421862030708863
p32pr_L,0.29719507011944163
a24_L,-3.731089534680663
d32_L,-3.49800296602497
8BM_L,-0.8511716604861094
p32_L,-3.064844215252595
10r_L,-3.7596133875365085
47m_L,-3.2984082022794867
8Av_L,0.3958857860365504
8Ad_L,-0.4729722026383011
9m_L,-3.273615466204139
8BL_L,-0.0514343930298139
9p_L,-1.1359011460005486
10d_L,-1.6776513947224099
8C_L,1.367075260413999
44_L,-1.6099889585224405
45_L,-2.786363644215327
47l_L,-2.8917562212709127
a47r_L,-1.0449726732279832
6r_L,0.9498006313799394
IFJa_L,-0.8660367105136212
IFJp_L,-0.33269998393617245
IFSp_L,-0.47828263590225284
IFSa_L,-1.7588528101402159
p9-46v_L,1.5629303809394597
46_L,0.8760966567197239
a9-46v_L,-0.025486918182504432
9-46d_L,-0.05709664871768792
9a_L,-0.4778232767509377
10v_L,-2.217951890017851
a10p_L,-1.6437668572214443
10pp_L,-1.3509374847677242
11l_L,-2.2444157532400495
13l_L,-3.1513267250541697
OFC_L,-1.8366201453813353
47s_L,-3.888205731797853
LIPd_L,8.217823552235082
6a_L,7.880029143411887
i6-8_L,3.835220904831264
s6-8_L,0.29969487214372315
43_L,1.4051012428290828
OP4_L,1.3614722475326964
OP1_L,0.9217429887893999
OP2-3_L,-0.12228601553586893
52_L,-2.3824633792725107
RI_L,1.645565053444646
PFcm_L,2.945700362913081
PoI2_L,-1.5122664020916674
TA2_L,-2.161826872743561
FOP4_L,-1.3643168881235825
MI_L,-1.2098520471014937
Pir_L,-4.154007726125184
AVI_L,-2.5067474874375515
AAIC_L,-3.697526427787119
FOP1_L,0.6645866957586943
FOP3_L,0.29639652250443443
FOP2_L,0.4414568142761792
PFt_L,5.028144948624168
AIP_L,10.186962129993574
EC_L,-3.3128262415292777
PreS_L,-3.555095079743789
H_L,-3.6830346870790343
ProS_L,-2.178908179519568
PeEc_L,-2.76127438950566
STGa_L,-2.6850384125654245
PBelt_L,-1.1228540634986128
A5_L,-2.033034023370455
PHA1_L,-3.205950834408767
PHA3_L,-2.847497544513929
STSda_L,-3.124689229726202
STSdp_L,-2.9028028809948743
STSvp_L,-3.031610987339491
TGd_L,-2.2871859850001814
TE1a_L,-1.687418164511984
TE1p_L,-1.9801895582435969
TE2a_L,-1.4773353859432596
TF_L,-2.2800305087872834
TE2p_L,-2.0079393243778982
PHT_L,-0.9855726349295969
PH_L,-0.5174779498145204
TPOJ1_L,-0.5036568122393319
TPOJ2_L,-1.5032183156235577
TPOJ3_L,-1.165154937899421
DVT_L,2.869686273151412
PGp_L,0.18292687546164765
IP2_L,10.641941963734311
IP1_L,5.959256266109832
IP0_L,3.211631658203352
PFop_L,2.506808742326028
PF_L,3.4422544795645553
PFm_L,4.077464451423682
PGi_L,0.7098844074625918
PGs_L,1.0630742573391618
V6A_L,2.678206330029653
VMV1_L,-2.7311165422979755
VMV3_L,-1.5446584924248672
PHA2_L,-3.5708995415221194
V4t_L,0.14238345810607597
FST_L,-1.0513758615539155
V3CD_L,-0.29982259235563646
LO3_L,-1.2432313448219132
VMV2_L,-2.9328790632374044
31pd_L,-1.3681329491416199
31a_L,0.5637838842234232
VVC_L,-2.3544584635276555
25_L,-3.5106808389628683
s32_L,-2.5123769692193916
pOFC_L,-3.3426244494121518
PoI1_L,-2.2230013286578556
Ig_L,-1.1103107847655724
FOP5_L,-1.9714440296292453
p10p_L,-1.4845281158764803
p47r_L,-1.1354271440704278
TGv_L,-1.4366630665812985
MBelt_L,-2.19895055123452
LBelt_L,-2.0198859600309618
A4_L,-0.6884329226743204
STSva_L,-3.3407544141008274
TE1m_L,-1.9586971590902857
PI_L,-3.267536480822058
a32pr_L,-2.2352809861053347
p24_L,-3.872249380592452
V1_R,-1.8186427434333539
MST_R,-0.6238621891182863
V6_R,1.666608465096773
V2_R,-1.4590393901806038
V3_R,-0.6724697586804919
V4_R,-0.6798200581427254
V8_R,-1.6254508066038102
4_R,4.070429482208981
3b_R,4.15251854298789
FEF_R,3.8762613111042934
PEF_R,2.3628294006300434
55b_R,2.262845291778349
V3A_R,0.5300286353411873
RSC_R,-1.8032716891768408
POS2_R,2.475192091560504
V7_R,2.0338092191690063
IPS1_R,5.347330553100078
FFC_R,-2.068367935043825
V3B_R,1.346880951485544
LO1_R,0.31512067496120466
LO2_R,-0.6586192277437428
PIT_R,-0.4171293248691637
MT_R,-1.0267022090474727
A1_R,-2.4848459967623975
PSL_R,1.415355589558726
SFL_R,-0.6029137826779313
PCV_R,1.6671344438318527
STV_R,0.7236705634052572
7Pm_R,5.5596986861255955
7m_R,-1.1217065839060072
POS1_R,-2.0755344875819244
23d_R,0.04032157648606082
v23ab_R,-2.326715515385048
d23ab_R,-0.9264318838747209
31pv_R,-0.39774439392290467
5m_R,1.9399792558320224
5mv_R,2.0396186587360243
23c_R,0.31007478545573874
5L_R,0.9879682271950714
24dd_R,5.972948695241818
24dv_R,5.1896599004564665
7AL_R,4.098344507541684
SCEF_R,3.2437256953262312
6ma_R,0.8278114957205455
7Am_R,4.508255166231965
7Pl_R,4.939608658760746
7PC_R,4.594453935314591
LIPv_R,9.125329599527952
VIP_R,6.742002416067632
MIP_R,6.41097763162262
1_R,2.5734744712661146
2_R,4.411087073531084
3a_R,3.7853591217083893
6d_R,3.6817529451615743
6mp_R,4.2161337053247125
6v_R,1.558575584519312
p24pr_R,1.768241854164199
33pr_R,-2.119634947017804
a24pr_R,-1.350668175290268
p32pr_R,0.8629547406736474
a24_R,-3.764799265513745
d32_R,-2.993604615282873
8BM_R,-0.6849329972606155
p32_R,-3.674852558678407
10r_R,-3.884653844332348
47m_R,-2.6933375439866074
8Av_R,0.5719235094764844
8Ad_R,-0.45147184586345834
9m_R,-2.951513297645634
8BL_R,-0.9323802510849208
9p_R,-0.6997618679396915
10d_R,-0.8058633403707802
8C_R,1.1548013183468961
44_R,-1.4739415486171645
45_R,-2.5531406096518428
47l_R,-2.242762143656685
a47r_R,-1.412243693777036
6r_R,1.1414112528812304
IFJa_R,0.11876563008581784
IFJp_R,-0.3275802096334115
IFSp_R,0.40891271033223336
IFSa_R,-1.1426176831899693
p9-46v_R,1.6445457750944648
46_R,1.5235994951899883
a9-46v_R,-0.33755334205014187
9-46d_R,0.2519507628888728
9a_R,-0.8249964684402034
10v_R,-2.4233509547258727
a10p_R,-1.1748901297147951
10pp_R,-0.7271944358313317
11l_R,-1.869198191307783
13l_R,-3.0206134640794535
OFC_R,-1.9009041628652092
47s_R,-3.006562175651387
LIPd_R,8.562993000481992
6a_R,5.579810077078826
i6-8_R,1.1498225243714355
s6-8_R,0.16132983389274155
43_R,0.8616909801441469
OP4_R,-0.7536466924484307
OP1_R,-0.7853840231530816
OP2-3_R,-0.8645048736578294
52_R,-2.6948250436709213
RI_R,-0.1459707793479744
PFcm_R,1.3961426152967304
PoI2_R,-2.3915016424690023
TA2_R,-1.8284672239173794
FOP4_R,-1.9021683468014154
MI_R,-1.929712093354034
Pir_R,-2.9734947136388183
AVI_R,-2.905047133954956
AAIC_R,-3.0411639050758383
FOP1_R,-0.13049506943933356
FOP3_R,-1.8047401191093029
FOP2_R,-0.4072671717290622
PFt_R,4.2479538015764975
AIP_R,8.949858676825139
EC_R,-3.0363901550017003
PreS_R,-3.4202136252423556
H_R,-3.655290351436804
ProS_R,-2.4825417383894104
PeEc_R,-2.406555002946762
STGa_R,-2.9562662472946375
PBelt_R,-1.8422473769053236
A5_R,-2.365707417724831
PHA1_R,-3.183538927905726
PHA3_R,-2.732624511950126
STSda_R,-2.8311923935828904
STSdp_R,-3.0996524410794155
STSvp_R,-2.2934043179199968
TGd_R,-2.0401720964727144
TE1a_R,-2.14178188337503
TE1p_R,-0.819730597580089
TE2a_R,-1.6279474781191892
TF_R,-1.6985036522563146
TE2p_R,-1.682731899493139
PHT_R,-0.5514268490737888
PH_R,-0.23876369940065947
TPOJ1_R,-0.4466342598870656
TPOJ2_R,-1.2971157306579846
TPOJ3_R,-1.220556639882485
DVT_R,2.7238306126323306
PGp_R,0.562248746507222
IP2_R,8.52587041592672
IP1_R,4.939570390947955
IP0_R,2.372409226687421
PFop_R,1.4550760128141085
PF_R,3.2421463349285595
PFm_R,3.4707370470127956
PGi_R,0.7072217066876295
PGs_R,2.5510832784784228
V6A_R,2.8589192288566556
VMV1_R,-1.8553532338292613
VMV3_R,-2.2230769002866198
PHA2_R,-3.115061730604038
V4t_R,-0.4433109277947953
FST_R,-0.8637611560995502
V3CD_R,0.027136112837923377
LO3_R,-0.35862853924977056
VMV2_R,-2.408239873969944
31pd_R,0.4751301998080668
31a_R,0.14586905041099726
VVC_R,-2.0271981611429295
25_R,-3.620139532331632
s32_R,-2.973419660196625
pOFC_R,-2.950756873482962
PoI1_R,-3.1227142677309687
Ig_R,-1.7276354052427516
FOP5_R,-3.1366967351785875
p10p_R,-1.9786665175837965
p47r_R,-0.9580568211272396
TGv_R,-1.5760257360564751
MBelt_R,-2.8835395456582797
LBelt_R,-2.046534198264166
A4_R,-1.3450474500183094
STSva_R,-1.929595502307873
TE1m_R,-1.6427248900037776
PI_R,-3.6008602017000637
a32pr_R,-1.7004215710120216
p24_R,-3.434671618698011
