region,word recognition
V1_L,-0.23974593023924828
MST_L,0.5179509204962593
V6_L,-0.23819077804889915
V2_L,0.10253018575303804
V3_L,0.40567707722714885
V4_L,0.783087080922197
V8_L,2.797691905041243
4_L,-0.16451618368902948
3b_L,-0.012436216865473776
FEF_L,0.1889363802762498
PEF_L,1.705120145698298
55b_L,0.7214969401201263
V3A_L,-0.6967216865172987
RSC_L,-0.7168039199927996
POS2_L,-0.28285536999502575
V7_L,0.10980426945901584
IPS1_L,0.792169015099208
FFC_L,11.162522117027464
V3B_L,0.14631633469532845
LO1_L,0.2164546263600148
LO2_L,0.05900503686613169
PIT_L,3.1297797696996907
MT_L,-0.2588318853997878
A1_L,0.7401993716842431
PSL_L,0.7538771232536635
SFL_L,-0.1917892940474966
PCV_L,-1.1561080110289814
STV_L,0.2809425313073588
7Pm_L,-1.2570912258661526
7m_L,-0.6556726812770505
POS1_L,-0.016399182196132765
23d_L,-1.3972712156582485
v23ab_L,-0.7791962460893638
d23ab_L,-0.6351182748514215
31pv_L,-0.4276366148469922
5m_L,-0.99645656616084
5mv_L,-1.088311304318996
23c_L,-1.0497211470085002
5L_L,-0.596923048180947
24dd_L,-0.5992741339688064
24dv_L,1.6467703688003401
7AL_L,-1.1404417166896683
SCEF_L,2.8941760601127857
6ma_L,-0.4556946748413032
7Am_L,-0.6176715767136733
7Pl_L,-0.6061653294460844
7PC_L,-0.9150230563846703
LIPv_L,-0.055983424288792015
VIP_L,-1.0536720858049375
MIP_L,1.0396966420642273
1_L,-0.5341829122484274
2_L,-0.8797523721420375
3a_L,0.09274884294004257
6d_L,-0.6062286733715887
6mp_L,-0.7744102542577418
6v_L,2.1376035155700306
p24pr_L,-0.7561559179423331
33pr_L,-1.2480765604510353
a24pr_L,-0.7023133894725873
p32pr_L,2.796098215953458
a24_L,-0.947523767785307
d32_L,-1.1217931911906551
8BM_L,0.3048639832742084
p32_L,-0.8231966531063826
10r_L,-0.7061263549431844
47m_L,2.3599544418839753
8Av_L,-0.2776828119082277
8Ad_L,-0.28884940377354124
9m_L,-0.8534711564462772
8BL_L,-0.20085918113951423
9p_L,-0.9197966857306219
10d_L,-0.7119267707216369
8C_L,0.44507348199734903
44_L,4.8836227041291576
45_L,3.694715092008784
47l_L,2.5987591292513645
a47r_L,0.02362696080481981
6r_L,5.199906204116479
IFJa_L,3.532991003168642
IFJp_L,5.190032023994762
IFSp_L,3.7065049996299466
IFSa_L,4.112863872710491
p9-46v_L,0.9197228381746247
46_L,-0.599842788688098
a9-46v_L,-0.888279796068785
9-46d_L,-1.3385061490536847
9a_L,-0.7183567534408578
10v_L,-0.692253093591856
a10p_L,-1.0807581064552383
10pp_L,-0.4202991263529791
11l_L,-0.9174107152242431
13l_L,-0.5902300072655052
OFC_L,-0.7451629875568995
47s_L,0.3528416161805248
LIPd_L,2.562914359585858
6a_L,-0.9720753673305512
i6-8_L,-0.6300483810852666
s6-8_L,-0.2308890413748386
43_L,1.5759449141370185
OP4_L,0.64388977013569
OP1_L,-0.18700275490530333
OP2-3_L,-0.2343497505245721
52_L,1.1022231933650055
RI_L,0.3788515566954586
PFcm_L,0.1174576640355846
PoI2_L,0.12891852949548
TA2_L,1.8158286678881899
FOP4_L,2.3824339571556865
MI_L,0.9858045802011519
Pir_L,-0.6992917929952768
AVI_L,1.963503951421227
AAIC_L,0.2339997896702539
FOP1_L,2.4023886225729862
FOP3_L,0.9016178411108887
FOP2_L,1.4914648561204726
PFt_L,-0.3937596741130948
AIP_L,0.14498587557659515
EC_L,-0.7138807867521907
PreS_L,-0.3732889050452854
H_L,0.6719289411651306
ProS_L,-0.9189652164490612
PeEc_L,0.23981457997705505
STGa_L,2.033744349334084
PBelt_L,1.9167806571105404
A5_L,2.5645545299456822
PHA1_L,0.01875057764573452
PHA3_L,2.1073680060461
STSda_L,2.2157189835200226
STSdp_L,3.8952319189357905
STSvp_L,4.590425134376812
TGd_L,0.4682531813386284
TE1a_L,0.9088196518881928
TE1p_L,4.360035226917941
TE2a_L,0.7825007051535913
TF_L,3.5355635764402598
TE2p_L,6.224492585914463
PHT_L,2.4008541983165137
PH_L,4.62545719126995
TPOJ1_L,3.6919986001795038
TPOJ2_L,1.1521509949123994
TPOJ3_L,1.524914239207953
DVT_L,-0.18876708602731218
PGp_L,-0.041478962365615955
IP2_L,1.3629349688437489
IP1_L,2.404663286344559
IP0_L,0.9690401951255205
PFop_L,-0.09150225118121347
PF_L,0.4503825720267384
PFm_L,0.46145249791776016
PGi_L,0.7217806955226137
PGs_L,0.16203547383992623
V6A_L,-0.7514944214326423
VMV1_L,-0.3827207514585332
VMV3_L,0.8620433448561357
PHA2_L,1.009242426446602
V4t_L,-1.0415534478005624
FST_L,-0.33554564280304816
V3CD_L,0.6004169649299633
LO3_L,0.0883514873384587
VMV2_L,0.1924204153850489
31pd_L,0.11004695534536993
31a_L,-0.6783510511308138
VVC_L,3.25762111182601
25_L,-1.2394288296427123
s32_L,-0.9412998671915338
pOFC_L,-1.5088953630824284
PoI1_L,0.00751402339364861
Ig_L,-0.1924102881508343
FOP5_L,2.5277600048159976
p10p_L,-0.9703576509090117
p47r_L,0.679615472521762
TGv_L,-0.2139926776726888
MBelt_L,0.6100225654721371
LBelt_L,1.4904094543028692
A4_L,1.3534915006310009
STSva_L,1.8345290927818527
TE1m_L,1.5312709189645024
PI_L,0.9239872260781932
a32pr_L,-0.43997300854556237
p24_L,-1.3623002007831473
V1_R,0.09550051616961704
MST_R,-1.8527981972479377
V6_R,-1.1943245046524378
V2_R,-0.013477090260564688
V3_R,-0.20168818810609598
V4_R,0.208888143681743
V8_R,-0.4794638802366227
4_R,-0.738117495815104
3b_R,-0.33008115500703195
FEF_R,-0.669721916817879
PEF_R,-1.2996859966390368
55b_R,-0.48927112241142223
V3A_R,-0.866778428786535
RSC_R,-1.160366887051803
POS2_R,-1.1788167990676635
V7_R,-1.1459116144100776
IPS1_R,-0.3208313932162604
FFC_R,0.5512631020359076
V3B_R,1.043760953457778
LO1_R,-0.2391923631001675
LO2_R,-0.3569741870166469
PIT_R,1.2333407724342147
MT_R,-1.8094831048495559
A1_R,0.5475960441590397
PSL_R,-1.411064092315738
SFL_R,-0.9616341394790726
PCV_R,-1.7155737386050798
STV_R,-1.1970367034391858
7Pm_R,-2.0991028372288927
7m_R,-1.5576855563119743
POS1_R,-1.051181442524177
23d_R,-1.0294976383433982
v23ab_R,-1.5805086849562884
d23ab_R,-0.8250260910038961
31pv_R,-0.6063296934104809
5m_R,-1.4553165753738964
5mv_R,-1.3677623521174778
23c_R,-0.9646111449981813
5L_R,-0.5711740458285304
24dd_R,-1.3347614174391629
24dv_R,-0.7997510779335241
7AL_R,-1.2173241334531688
SCEF_R,-0.38615756955750274
6ma_R,-0.8405217448774414
7Am_R,-1.7659744262746226
7Pl_R,-1.2043928980251635
7PC_R,-1.1988601320791499
LIPv_R,-0.9983438636774076
VIP_R,-1.733765403205027
MIP_R,0.0705007079337286
1_R,-0.4204631089094703
2_R,-0.7529250607098906
3a_R,-0.5598737105191094
6d_R,-0.5791119895797251
6mp_R,-1.4001128093494861
6v_R,0.23170709435283843
p24pr_R,-1.1712342149575194
33pr_R,-1.3882535740716906
a24pr_R,-1.2292440339357602
p32pr_R,0.17473698366326992
a24_R,-1.3379052564353389
d32_R,-1.5662211896535732
8BM_R,-0.8787743945917995
p32_R,-1.3979620408164541
10r_R,-1.7744565801008907
47m_R,0.1167272733467581
8Av_R,-1.235838557373737
8Ad_R,-1.058067095399506
9m_R,-1.3697664357711827
8BL_R,-1.3031762585769906
9p_R,-0.7044362113650301
10d_R,-0.6627291584655612
8C_R,-1.9281062940140221
44_R,0.9367802761804037
45_R,0.04115521028379188
47l_R,-0.692681651536881
a47r_R,-1.1233678135102985
6r_R,-0.2720703694269188
IFJa_R,-0.8521038039260886
IFJp_R,-1.2808799714049257
IFSp_R,-0.3892922388563656
IFSa_R,-1.183823370547693
p9-46v_R,-0.833418801438973
46_R,-0.7805153216557787
a9-46v_R,-1.4994101518711493
9-46d_R,-0.9280407866541268
9a_R,-0.99779069445828
10v_R,-1.0425590697219207
a10p_R,-1.2308641679835675
10pp_R,-0.746943073265726
11l_R,-0.4631319768100855
13l_R,-1.258760740330534
OFC_R,-0.9096319222156976
47s_R,-1.3530634143593854
LIPd_R,0.35710935979105574
6a_R,-2.006137121571837
i6-8_R,-1.098108952829679
s6-8_R,-0.892574051483947
43_R,-0.6034504448873509
OP4_R,0.5430188113790045
OP1_R,0.3672300492012388
OP2-3_R,-0.7609949554556703
52_R,0.04915756644248647
RI_R,-0.3441479983558559
PFcm_R,-0.7439463994078385
PoI2_R,-1.1381638581266675
TA2_R,-0.5437253794778648
FOP4_R,-0.4397703497223895
MI_R,-0.20436484571820243
Pir_R,-1.4377137215087807
AVI_R,1.2140829176560937
AAIC_R,-0.5302249235960034
FOP1_R,-1.480587118032642
FOP3_R,-1.2904431126734954
FOP2_R,-1.413158788927959
PFt_R,-0.7794574083228472
AIP_R,-1.3862793880457478
EC_R,-0.558703087020306
PreS_R,-0.9593654797761096
H_R,-0.6494791637179191
ProS_R,-0.6223780640728651
PeEc_R,-0.9218280247817918
STGa_R,-0.634048032379667
PBelt_R,0.9815381943252454
A5_R,1.1681810027862536
PHA1_R,-1.082506246604441
PHA3_R,-1.1244842142391498
STSda_R,0.06527455971754408
STSdp_R,2.0674321858650027
STSvp_R,1.8769084115772008
TGd_R,-0.8738554265576549
TE1a_R,-0.08697943466455907
TE1p_R,0.9190126813252384
TE2a_R,-0.14382386539902883
TF_R,-0.605121662167362
TE2p_R,-0.1720609105892454
PHT_R,0.06793358085234458
PH_R,1.4802963305585988
TPOJ1_R,-0.027009533821282936
TPOJ2_R,-1.5750090840440427
TPOJ3_R,-1.39391927343892
DVT_R,-1.1165071209995738
PGp_R,-0.5210764442299097
IP2_R,-0.9921202580579113
IP1_R,1.4449566598700798
IP0_R,-0.22684077805893718
PFop_R,-0.477910589200084
PF_R,-0.7515784683014444
PFm_R,-1.0834037204747342
PGi_R,-1.521069542389553
PGs_R,-0.4135807404592886
V6A_R,-0.8054866497387464
VMV1_R,-0.9142835171549294
VMV3_R,-0.48243966168862407
PHA2_R,-0.8386763042333995
V4t_R,-1.5474309471234797
FST_R,-1.9316867439461904
V3CD_R,0.86344029031908
LO3_R,-0.6270761394003458
VMV2_R,-1.036352998735008
31pd_R,-0.8235882419012852
31a_R,0.048826721326712584
VVC_R,-0.888234082244813
25_R,-1.2513736900035222
s32_R,-1.0566315293559396
pOFC_R,-1.6682800833523017
PoI1_R,-0.6779991934794679
Ig_R,-1.1836783317795798
FOP5_R,0.1370731452509752
p10p_R,-1.4627247799418137
p47r_R,-0.6206082264999121
TGv_R,-0.8668401273932609
MBelt_R,0.5155129134770498
LBelt_R,1.3623354812680268
A4_R,0.5205884037414065
STSva_R,0.7355961947772423
TE1m_R,0.1419202115459485
PI_R,-0.49264711393823063
a32pr_R,-0.802375146151611
p24_R,-1.1617952032922525
